"_tid","v","_vp","c","fid","fuid","mime","pr","set","u"
"56681133#AgADPBYAAhqG2Uk","зеленський","зел","1700824630","CAACAgIAAxUAAWVghgMok3HTbeOOVSmNTTb2H4UUAAI8FgACGobZSd-DWB8EoYdYMwQ","AgADPBYAAhqG2Uk","","","opersvodki_stickers","56681133"
"56681133#AgADkh0AAmJKeEs","дуже красіво","дуж","1700764653","CAACAgIAAxkBAAIKsGVfm95d2IlT1d6iDDnrIOayrvV9AAKSHQACYkp4SxDf59BS8ylYMwQ","AgADkh0AAmJKeEs","","","asinastra_ukr","56681133"
"56681133#AgADkh0AAmJKeEs","красота","кра","1700764653","CAACAgIAAxkBAAIKsGVfm95d2IlT1d6iDDnrIOayrvV9AAKSHQACYkp4SxDf59BS8ylYMwQ","AgADkh0AAmJKeEs","","","asinastra_ukr","56681133"
"56681133#AgADkh0AAmJKeEs","красіво","кра","1700764653","CAACAgIAAxkBAAIKsGVfm95d2IlT1d6iDDnrIOayrvV9AAKSHQACYkp4SxDf59BS8ylYMwQ","AgADkh0AAmJKeEs","","","asinastra_ukr","56681133"
"56681133#AgADXAUAAu2H_VE","music","mus","1719901918","CgACAgQAAxkBAAIhomaDntUqAzHLQWskAAGeBROBYFpg9wACXAUAAu2H_VEIgfhhIrmMxTUE","AgADXAUAAu2H_VE","1","","","56681133"
"56681133#AgADXAUAAu2H_VE","sad music","sad","1719901918","CgACAgQAAxkBAAIhomaDntUqAzHLQWskAAGeBROBYFpg9wACXAUAAu2H_VEIgfhhIrmMxTUE","AgADXAUAAu2H_VE","1","","","56681133"
"56681133#AgADXAUAAu2H_VE","squidward sad music","squ","1719901918","CgACAgQAAxkBAAIhomaDntUqAzHLQWskAAGeBROBYFpg9wACXAUAAu2H_VEIgfhhIrmMxTUE","AgADXAUAAu2H_VE","1","","","56681133"
"56681133#AgADXAUAAu2H_VE","squidward volume squ","squ","1719901918","CgACAgQAAxkBAAIhomaDntUqAzHLQWskAAGeBROBYFpg9wACXAUAAu2H_VEIgfhhIrmMxTUE","AgADXAUAAu2H_VE","1","","","56681133"
"56681133#AgADXAUAAu2H_VE","volume squidward sad","vol","1719901918","CgACAgQAAxkBAAIhomaDntUqAzHLQWskAAGeBROBYFpg9wACXAUAAu2H_VEIgfhhIrmMxTUE","AgADXAUAAu2H_VE","1","","","56681133"
"56681133#AgAD7xsAAhUeMUg","на фронте","""на ""","1700767749","CAACAgIAAxUAAWVfp-mCtBuX-_h5eoZsSPDFRA1OAALvGwACFR4xSPbm5YYAARZ-iTME","AgAD7xsAAhUeMUg","","","strelkovii","56681133"
"56681133#AgAD7xsAAhUeMUg","не на фронте","""не ""","1700767749","CAACAgIAAxUAAWVfp-mCtBuX-_h5eoZsSPDFRA1OAALvGwACFR4xSPbm5YYAARZ-iTME","AgAD7xsAAhUeMUg","","","strelkovii","56681133"
"56681133#AgAD7xsAAhUeMUg","почему не на фронте","поч","1700767749","CAACAgIAAxUAAWVfp-mCtBuX-_h5eoZsSPDFRA1OAALvGwACFR4xSPbm5YYAARZ-iTME","AgAD7xsAAhUeMUg","","","strelkovii","56681133"
"56681133#AgAD7xsAAhUeMUg","стрелков","стр","1700767749","CAACAgIAAxUAAWVfp-mCtBuX-_h5eoZsSPDFRA1OAALvGwACFR4xSPbm5YYAARZ-iTME","AgAD7xsAAhUeMUg","","","strelkovii","56681133"
"56681133#AgAD7xsAAhUeMUg","фронте","фро","1700767749","CAACAgIAAxUAAWVfp-mCtBuX-_h5eoZsSPDFRA1OAALvGwACFR4xSPbm5YYAARZ-iTME","AgAD7xsAAhUeMUg","","","strelkovii","56681133"
"56681133#AgADvDsAAoZuEUs","боня","бон","1700936766","CAACAgIAAxkBAAIZwmViPDdxhHRNjEFFJyPDxJynEW8IAAK8OwAChm4RSzcL-i-BjBq4MwQ","AgADvDsAAoZuEUs","","","","56681133"
"56681133#AgADHhAAAj1_QEg","horny today","hor","1700763614","CAACAgIAAxUAAWVc3ZGVlFZuBlsGCjmIg5lgkZFmAAIeEAACPX9ASHAViWANLglOMwQ","AgADHhAAAj1_QEg","","","fbrruus","56681133"
"56681133#AgADHhAAAj1_QEg","today","tod","1700763614","CAACAgIAAxUAAWVc3ZGVlFZuBlsGCjmIg5lgkZFmAAIeEAACPX9ASHAViWANLglOMwQ","AgADHhAAAj1_QEg","","","fbrruus","56681133"
"56681133#AgADHhAAAj1_QEg","хорни","хор","1700763614","CAACAgIAAxUAAWVc3ZGVlFZuBlsGCjmIg5lgkZFmAAIeEAACPX9ASHAViWANLglOMwQ","AgADHhAAAj1_QEg","","","fbrruus","56681133"
"56681133#AgADr0MAAv3MyUk","боня","бон","1706620259","CAACAgIAAxkBAAIckGW49V-F411ccXnQx6L5XCKxUmQxAAKvQwAC_czJSYZvr5h1ikKiNAQ","AgADr0MAAv3MyUk","","false","","56681133"
"56681133#AgADS0AAAnQPIUo","зрада","зра","1709294516","CAACAgIAAxUAAWXhw0ZtkyT9qv1VxcbqHREpg0HYAAJLQAACdA8hSsXUlbQn9MjlNAQ","AgADS0AAAnQPIUo","","false","olyauapl","56681133"
"56681133#AgADS0AAAnQPIUo","оляua оляюа","оля","1709294516","CAACAgIAAxUAAWXhw0ZtkyT9qv1VxcbqHREpg0HYAAJLQAACdA8hSsXUlbQn9MjlNAQ","AgADS0AAAnQPIUo","","false","olyauapl","56681133"
"56681133#AgADS0AAAnQPIUo","оляюа","оля","1709294516","CAACAgIAAxUAAWXhw0ZtkyT9qv1VxcbqHREpg0HYAAJLQAACdA8hSsXUlbQn9MjlNAQ","AgADS0AAAnQPIUo","","false","olyauapl","56681133"
"56681133#AgADFQADaJpdDA","на работу","""на ""","1700762006","CAACAgIAAxUAAWVczxSdtJMoSP9YrEkkgYDzWkl6AAIVAANoml0MdEY7iTyrMlAzBA","AgADFQADaJpdDA","","","sad_crying_cat","56681133"
"56681133#AgADFQADaJpdDA","не справляюсь","""не ""","1700762005","CAACAgIAAxUAAWVczxSdtJMoSP9YrEkkgYDzWkl6AAIVAANoml0MdEY7iTyrMlAzBA","AgADFQADaJpdDA","","","sad_crying_cat","56681133"
"56681133#AgADFQADaJpdDA","работу","раб","1700762007","CAACAgIAAxUAAWVczxSdtJMoSP9YrEkkgYDzWkl6AAIVAANoml0MdEY7iTyrMlAzBA","AgADFQADaJpdDA","","","sad_crying_cat","56681133"
"56681133#AgADFQADaJpdDA","справляюсь","спр","1700762004","CAACAgIAAxUAAWVczxSdtJMoSP9YrEkkgYDzWkl6AAIVAANoml0MdEY7iTyrMlAzBA","AgADFQADaJpdDA","","","sad_crying_cat","56681133"
"56681133#AgADFQADaJpdDA","ходить на работу","ход","1700762008","CAACAgIAAxUAAWVczxSdtJMoSP9YrEkkgYDzWkl6AAIVAANoml0MdEY7iTyrMlAzBA","AgADFQADaJpdDA","","","sad_crying_cat","56681133"
"56681133#AgAD3hgAAiVQeEk","sos","sos","1700767153","CAACAgIAAxUAAWVfpXe-n66QvLkAASW80mIDDvuW1QAC3hgAAiVQeEnMIGywO2ElMDME","AgAD3hgAAiVQeEk","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"56681133#AgAD3hgAAiVQeEk","виявлено кацапа","вия","1700767153","CAACAgIAAxUAAWVfpXe-n66QvLkAASW80mIDDvuW1QAC3hgAAiVQeEnMIGywO2ElMDME","AgAD3hgAAiVQeEk","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"56681133#AgAD3hgAAiVQeEk","кацапа","кац","1700767153","CAACAgIAAxUAAWVfpXe-n66QvLkAASW80mIDDvuW1QAC3hgAAiVQeEnMIGywO2ElMDME","AgAD3hgAAiVQeEk","","","gifiYaroslavaVizhdia_by_fStikBot","56681133"
"368637048#AgADphAAAh69OVI","uqdfv","uqd","1721087959","CAACAgQAAxkBAAIh2maVt8QK0lhFkJZTmMXaMi9KEYKYAAKmEAACHr05Uq_R-WvGeh5YNQQ","AgADphAAAh69OVI","","","Proxy_PJ","368637048"
"56681133#AgADTAwAAgHpMVE","chikita cooks","chi","1700829711","CAACAgQAAxUAAWVc16il90OO-KXESAOWiGw3m-1JAAJMDAACAekxUeafkR6xY_DKMwQ","AgADTAwAAgHpMVE","","","evarei","56681133"
"56681133#AgADTAwAAgHpMVE","cooks","coo","1700829711","CAACAgQAAxUAAWVc16il90OO-KXESAOWiGw3m-1JAAJMDAACAekxUeafkR6xY_DKMwQ","AgADTAwAAgHpMVE","","","evarei","56681133"
"56681133#AgADTAwAAgHpMVE","готовит","гот","1700829711","CAACAgQAAxUAAWVc16il90OO-KXESAOWiGw3m-1JAAJMDAACAekxUeafkR6xY_DKMwQ","AgADTAwAAgHpMVE","","","evarei","56681133"
"56681133#AgADTAwAAgHpMVE","готує","гот","1700829711","CAACAgQAAxUAAWVc16il90OO-KXESAOWiGw3m-1JAAJMDAACAekxUeafkR6xY_DKMwQ","AgADTAwAAgHpMVE","","","evarei","56681133"
"56681133#AgADTAwAAgHpMVE","чикита готовит","чик","1700829711","CAACAgQAAxUAAWVc16il90OO-KXESAOWiGw3m-1JAAJMDAACAekxUeafkR6xY_DKMwQ","AgADTAwAAgHpMVE","","","evarei","56681133"
"56681133#AgADTAwAAgHpMVE","чікіта готує","чік","1700829711","CAACAgQAAxUAAWVc16il90OO-KXESAOWiGw3m-1JAAJMDAACAekxUeafkR6xY_DKMwQ","AgADTAwAAgHpMVE","","","evarei","56681133"
"56681133#AgADhyAAAqS9MUg","генерал","ген","1700767973","CAACAgIAAxUAAWVfp-lFbwWDB1p1aaNDKrsX12v4AAKHIAACpL0xSHKATuSI41ZgMwQ","AgADhyAAAqS9MUg","","","strelkovii","56681133"
"56681133#AgADhyAAAqS9MUg","полковник","пол","1700767973","CAACAgIAAxUAAWVfp-lFbwWDB1p1aaNDKrsX12v4AAKHIAACpL0xSHKATuSI41ZgMwQ","AgADhyAAAqS9MUg","","","strelkovii","56681133"
"56681133#AgADhyAAAqS9MUg","працювати","пра","1700767973","CAACAgIAAxUAAWVfp-lFbwWDB1p1aaNDKrsX12v4AAKHIAACpL0xSHKATuSI41ZgMwQ","AgADhyAAAqS9MUg","","","strelkovii","56681133"
"56681133#AgADhyAAAqS9MUg","продовжуйте працюват","про","1700767973","CAACAgIAAxUAAWVfp-lFbwWDB1p1aaNDKrsX12v4AAKHIAACpL0xSHKATuSI41ZgMwQ","AgADhyAAAqS9MUg","","","strelkovii","56681133"
"56681133#AgADhyAAAqS9MUg","стрелков","стр","1700767973","CAACAgIAAxUAAWVfp-lFbwWDB1p1aaNDKrsX12v4AAKHIAACpL0xSHKATuSI41ZgMwQ","AgADhyAAAqS9MUg","","","strelkovii","56681133"
"7283618606#AgADZAQAAk4VsEc","kaiqiang","kai","1724070461","CAACAgEAAxUAAWbDONgnQfnHnx9HL1pvtk44gJl6AAJkBAACThWwRxhnAAH8jxpMGjUE","AgADZAQAAk4VsEc","","","pa_iEYwLYkzrTLVodluIgyc_by_SigStick22Bot","7283618606"
"56681133#AgADSwwAAnT12VM","грустит","гру","1700762009","CAACAgQAAxUAAWVfEdxbPksvPzEs19iPhfqPbs75AAJLDAACdPXZU4gGgUS2DoPgMwQ","AgADSwwAAnT12VM","","","DEPTHOS","56681133"
"56681133#AgADSwwAAnT12VM","джеф","дже","1700762011","CAACAgQAAxUAAWVfEdxbPksvPzEs19iPhfqPbs75AAJLDAACdPXZU4gGgUS2DoPgMwQ","AgADSwwAAnT12VM","","","DEPTHOS","56681133"
"56681133#AgADSwwAAnT12VM","кот грустит","кот","1700762010","CAACAgQAAxUAAWVfEdxbPksvPzEs19iPhfqPbs75AAJLDAACdPXZU4gGgUS2DoPgMwQ","AgADSwwAAnT12VM","","","DEPTHOS","56681133"
"56681133#AgADazIAAhnSMEg","бы я в легком недопо","""бы ""","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","в легком недопониман","в л","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","как бы я в легком не","как","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","легком недопонимании","лег","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","мавпа","мав","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","недопонимании","нед","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","ну как бы я в легком","""ну ""","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADazIAAhnSMEg","я в легком недопоним","я в","1718870816","CAACAgIAAxUAAWZz4UNJEPxPS9gZxefAoqXogzCmAAJrMgACGdIwSFIrR6elKTkPNQQ","AgADazIAAhnSMEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"1413937758#AgAD-AMAAniAaUU","в ия","в и","1714460240","CAACAgEAAxUAAWYwlfX53Pwe3mWx9q4C2tOQG7bWAAL4AwACeIBpRTMo1LpamIfPNAQ","AgAD-AMAAniAaUU","","","Kdn_by_RR7VBOT","1413937758"
"56681133#AgADngcAAkVRkw4","дем спатьки","дем","1700762012","CAACAgIAAxUAAWVc176OBQbdwlgD4eRLD73NFnI8AAKeBwACRVGTDhfSUc-JVoZAMwQ","AgADngcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADngcAAkVRkw4","идем спатки","иде","1700762014","CAACAgIAAxUAAWVc176OBQbdwlgD4eRLD73NFnI8AAKeBwACRVGTDhfSUc-JVoZAMwQ","AgADngcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADngcAAkVRkw4","спатки","спа","1700762015","CAACAgIAAxUAAWVc176OBQbdwlgD4eRLD73NFnI8AAKeBwACRVGTDhfSUc-JVoZAMwQ","AgADngcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADngcAAkVRkw4","спатьки","спа","1700762013","CAACAgIAAxUAAWVc176OBQbdwlgD4eRLD73NFnI8AAKeBwACRVGTDhfSUc-JVoZAMwQ","AgADngcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgAD8AIAAqKK8Qc","веселых выходных","вес","1700819992","CAACAgIAAxUAAWVdn8YG9V7y1ydoUnn4EIubl0miAALwAgACoorxB3ZWaNljSG8oMwQ","AgAD8AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgAD8AIAAqKK8Qc","выходных","вых","1700819992","CAACAgIAAxUAAWVdn8YG9V7y1ydoUnn4EIubl0miAALwAgACoorxB3ZWaNljSG8oMwQ","AgAD8AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgAD8AIAAqKK8Qc","одноклассники веселы","одн","1700819992","CAACAgIAAxUAAWVdn8YG9V7y1ydoUnn4EIubl0miAALwAgACoorxB3ZWaNljSG8oMwQ","AgAD8AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADLAcAAkVRkw4","мой","мой","1700837302","CAACAgIAAxkDAAID-WVeCHLkj_noRdBU20YIbJu_gU1gAAIsBwACRVGTDh23Riykiz8CMwQ","AgADLAcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADLAcAAkVRkw4","только мой","тол","1700837302","CAACAgIAAxkDAAID-WVeCHLkj_noRdBU20YIbJu_gU1gAAIsBwACRVGTDh23Riykiz8CMwQ","AgADLAcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADLAcAAkVRkw4","ты только мой","""ты ""","1700837302","CAACAgIAAxkDAAID-WVeCHLkj_noRdBU20YIbJu_gU1gAAIsBwACRVGTDh23Riykiz8CMwQ","AgADLAcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgAD1BYAAmvISEk","cat middle finger","cat","1726938476","CAACAgIAAxkBAAIjxGbu_VdodctteUR8wb6k7ySaaku5AALUFgACa8hIST1is0lOuKyJNgQ","AgAD1BYAAmvISEk","","","JackalCats","56681133"
"56681133#AgAD1BYAAmvISEk","finger","fin","1726938476","CAACAgIAAxkBAAIjxGbu_VdodctteUR8wb6k7ySaaku5AALUFgACa8hIST1is0lOuKyJNgQ","AgAD1BYAAmvISEk","","","JackalCats","56681133"
"56681133#AgAD1BYAAmvISEk","flip off","fli","1726938476","CAACAgIAAxkBAAIjxGbu_VdodctteUR8wb6k7ySaaku5AALUFgACa8hIST1is0lOuKyJNgQ","AgAD1BYAAmvISEk","","","JackalCats","56681133"
"56681133#AgAD1BYAAmvISEk","fuck off","fuc","1726938476","CAACAgIAAxkBAAIjxGbu_VdodctteUR8wb6k7ySaaku5AALUFgACa8hIST1is0lOuKyJNgQ","AgAD1BYAAmvISEk","","","JackalCats","56681133"
"56681133#AgAD1BYAAmvISEk","middle finger","mid","1726938476","CAACAgIAAxkBAAIjxGbu_VdodctteUR8wb6k7ySaaku5AALUFgACa8hIST1is0lOuKyJNgQ","AgAD1BYAAmvISEk","","","JackalCats","56681133"
"56681133#AgAD1BYAAmvISEk","off","off","1726938476","CAACAgIAAxkBAAIjxGbu_VdodctteUR8wb6k7ySaaku5AALUFgACa8hIST1is0lOuKyJNgQ","AgAD1BYAAmvISEk","","","JackalCats","56681133"
"56681133#AgADBwADTfnCEA","dicaprio","dic","1700762019","CAACAgIAAxkBAAIE02VeHu049LmJnWOEBRTY9vWq6VkVAAIHAANN-cIQqel_BNIGS-EzBA","AgADBwADTfnCEA","","","Ozman","56681133"
"56681133#AgADBwADTfnCEA","smirk","smi","1700762016","CAACAgIAAxkBAAIE02VeHu049LmJnWOEBRTY9vWq6VkVAAIHAANN-cIQqel_BNIGS-EzBA","AgADBwADTfnCEA","","","Ozman","56681133"
"56681133#AgADBwADTfnCEA","дикаприо","дик","1700762020","CAACAgIAAxkBAAIE02VeHu049LmJnWOEBRTY9vWq6VkVAAIHAANN-cIQqel_BNIGS-EzBA","AgADBwADTfnCEA","","","Ozman","56681133"
"56681133#AgADBwADTfnCEA","дікапріо","дік","1700762018","CAACAgIAAxkBAAIE02VeHu049LmJnWOEBRTY9vWq6VkVAAIHAANN-cIQqel_BNIGS-EzBA","AgADBwADTfnCEA","","","Ozman","56681133"
"56681133#AgADBwADTfnCEA","ухмылка","ухм","1700762017","CAACAgIAAxkBAAIE02VeHu049LmJnWOEBRTY9vWq6VkVAAIHAANN-cIQqel_BNIGS-EzBA","AgADBwADTfnCEA","","","Ozman","56681133"
"56681133#AgAD4BkAAiDDyUk","санек","#56681133","1704656347","CAACAgIAAxUAAWWa_ZFtLkQzSm-TSY_AjmC-r65SAALgGQACIMPJSSI_n_BJGbVRNAQ","AgAD4BkAAiDDyUk","","true","Donbrella","56681133"
"56681133#AgAD4BkAAiDDyUk","хочу","#56681133","1704656347","CAACAgIAAxUAAWWa_ZFtLkQzSm-TSY_AjmC-r65SAALgGQACIMPJSSI_n_BJGbVRNAQ","AgAD4BkAAiDDyUk","","true","Donbrella","56681133"
"56681133#AgAD4BkAAiDDyUk","хочю","#56681133","1704656347","CAACAgIAAxUAAWWa_ZFtLkQzSm-TSY_AjmC-r65SAALgGQACIMPJSSI_n_BJGbVRNAQ","AgAD4BkAAiDDyUk","","true","Donbrella","56681133"
"56681133#AgADOAwAAl1DWEg","миша","#56681133","1704735728","CAACAgIAAxkDAAIbr2WcM-xTvv8FkXfb5ujj4eN0WR-NAAI4DAACXUNYSEG0fZScHpTMNAQ","AgADOAwAAl1DWEg","","true","Donbrella","56681133"
"56681133#AgADy0gAAqoWSUk","2 дня","2 д","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"56681133#AgADy0gAAqoWSUk","два дня","два","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"56681133#AgADy0gAAqoWSUk","дня","дня","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"56681133#AgADy0gAAqoWSUk","жизни осталось 2 дня","жиз","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"56681133#AgADy0gAAqoWSUk","осталось 2 дня","ост","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"56681133#AgADy0gAAqoWSUk","осталось два дня","ост","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"56681133#AgADy0gAAqoWSUk","радуйся жизни остало","рад","1713953322","CAACAgIAAxkDAAIfpGYo2hLxljEo-VbfuE2uBNIbQwaPAALLSAACqhZJSeRLDKT8aPgxNAQ","AgADy0gAAqoWSUk","","","","56681133"
"7283618606#AgADNwMAAj-yuEc","diantou","#7283618606","1724070295","CAACAgEAAxUAAWbDONjk6KQa8xgXpJahE4piIk0UAAI3AwACP7K4RyWaP74DHslvNQQ","AgADNwMAAj-yuEc","","true","pa_iEYwLYkzrTLVodluIgyc_by_SigStick22Bot","7283618606"
"56681133#AgADFA0AAirReUo","have hornyvirus","hav","1700763563","CAACAgIAAxUAAWVc3ZFkIOUWCI_s-9Tc6qC30D51AAIUDQACKtF5SihP9rAEoxM-MwQ","AgADFA0AAirReUo","","","fbrruus","56681133"
"56681133#AgADFA0AAirReUo","hornyvirus","hor","1700763563","CAACAgIAAxUAAWVc3ZFkIOUWCI_s-9Tc6qC30D51AAIUDQACKtF5SihP9rAEoxM-MwQ","AgADFA0AAirReUo","","","fbrruus","56681133"
"56681133#AgADFA0AAirReUo","i have hornyvirus","i h","1700763563","CAACAgIAAxUAAWVc3ZFkIOUWCI_s-9Tc6qC30D51AAIUDQACKtF5SihP9rAEoxM-MwQ","AgADFA0AAirReUo","","","fbrruus","56681133"
"56681133#AgADFA0AAirReUo","хорнивирус","хор","1700763563","CAACAgIAAxUAAWVc3ZFkIOUWCI_s-9Tc6qC30D51AAIUDQACKtF5SihP9rAEoxM-MwQ","AgADFA0AAirReUo","","","fbrruus","56681133"
"56681133#AgADrg0AAsZRxhU","hidden shiba","hid","1700762022","CAACAgUAAxUAAWVc1FwnB_3J8SvHDGM0ZJ-QsTmMAAKuDQACxlHGFTXNcIsRHgMYMwQ","AgADrg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADrg0AAsZRxhU","shiba","shi","1700762024","CAACAgUAAxUAAWVc1FwnB_3J8SvHDGM0ZJ-QsTmMAAKuDQACxlHGFTXNcIsRHgMYMwQ","AgADrg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADrg0AAsZRxhU","боюсь","бою","1700762023","CAACAgUAAxUAAWVc1FwnB_3J8SvHDGM0ZJ-QsTmMAAKuDQACxlHGFTXNcIsRHgMYMwQ","AgADrg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADrg0AAsZRxhU","шиба","шиб","1700762021","CAACAgUAAxUAAWVc1FwnB_3J8SvHDGM0ZJ-QsTmMAAKuDQACxlHGFTXNcIsRHgMYMwQ","AgADrg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADQRwAAp5QeUs","незроз","нез","1700768339","CAACAgIAAxUAAWVdmtMHeSiC2M-El92prQzsd_YEAAJBHAACnlB5S7_-ddPe7pkJMwQ","AgADQRwAAp5QeUs","","","asinastra_ukr","56681133"
"56681133#AgADMikAAle0OEg","брат ты гифку классн","бра","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADMikAAle0OEg","гифка","гиф","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADMikAAle0OEg","гифку классную нашел","гиф","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADMikAAle0OEg","классную нашел","кла","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADMikAAle0OEg","мавра","мав","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADMikAAle0OEg","нашел","наш","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADMikAAle0OEg","ты гифку классную на","""ты ""","1718870583","CAACAgIAAxUAAWZz4UN0gtl3Ni1RWKAb8gRdXIwaAAIyKQACV7Q4SPx-huXX1A_rNQQ","AgADMikAAle0OEg","","","QDAPREWFLQ_by_stikeri_stikeri_bot","56681133"
"56681133#AgADmikAAp_eqUs","cat котька кошка кот","cat","1702395555","CAACAgIAAxkBAAIae2V4fpEa_5XroOnAgiu0x5tvcYzRAAKaKQACn96pS2EZwpwE0CupMwQ","AgADmikAAp_eqUs","","","hihihi9999","56681133"
"56681133#AgADmikAAp_eqUs","вареник","вар","1702395555","CAACAgIAAxkBAAIae2V4fpEa_5XroOnAgiu0x5tvcYzRAAKaKQACn96pS2EZwpwE0CupMwQ","AgADmikAAp_eqUs","","","hihihi9999","56681133"
